微博id,微博正文,发布时间,点赞数,转发数,评论数
Nc6f7pV5e,【闲聊】天玑9300和骁龙8Gen3，大家觉得下一代旗舰Soc谁会更强？  原图 ,2023-07-29 13:59,707,13,208
Nc5uZz5F1,其实按照今年的中端机芯片策略，感觉以后什么骁龙7系列，发哥8系列都不太用更新了。今年下放8+，明年下放8Gen2，后年下放8Gen3，感觉比重新做一个7系列性能强多了。  ,2023-07-29 12:05,910,5,186
Nc4Emwq9y,周六早呀，台风天，今天都准备干嘛？  ,2023-07-29 09:55,352,1,113
NbYiLfshj,不过有一点我比较好奇，买增程或者混动相对纯电的最大优势不就是长途旅行说走就走，不用充电等待么？如果长途旅行过程中还是选择充电来补能，那干嘛不买纯电车型，而且这类车型实际充电速度也要比纯电更慢。  ,2023-07-28 17:46,605,7,174
NbWUHBIwm,#有哪些印象深刻的骁龙芯片#  同期来说印象深刻的有火龙810，冰龙835，综合能效优秀的865，之后连续两代翻车的888/8Gen1，以及最新GPU能效遥遥领先的8Gen2~大家印象深刻的有哪些？  ,2023-07-28 14:14,699,7,289
NbWG1b3Kn,#微信已把帐号改为账号# 一直没注意这个，据说是之前很多APP都是叫帐号  ,2023-07-28 13:37,334,3,39
NbWAbdtFZ,G9现在销量竟然和验证码差不多了...不知道G6热销，能不能把G9的量带点起来  原图 ,2023-07-28 13:23,381,5,135
NbVTNE9f1,大米精选手机壳膜推荐：【小米13Ultra/Pro/标准版 超薄PP手感壳】超薄PP材质，还原裸机手感。网页链接【iPhone14系列】超薄PC纹理壳：PC材质兼顾一定的抗摔保护效果，镜头部分有效保护镜片，独立按键设计，有效提升按压手感，背面特殊纹理配合类肤质手感，无论颜值还是手感都能拿捏到...全文 [组图共9张] 原图 ,2023-07-28 11:39,24,0,12
NbVBqwTeP,【闲聊】说出三台下半年你最期待的新机子？  ,2023-07-28 10:53,662,2,317
NbVvtdkpx,还是茉莉花茶好喝  原图 ,2023-07-28 10:39,241,0,120
NbVd0alCg,#杜苏芮路径# 大伙那边台风天还好么？宁波这边暂时没啥动静  原图 ,2023-07-28 09:53,235,1,174
NbOjEyKgp,骁龙8+、8Gen2、A16 手机跑崩坏星穹铁道的帧率表现~ （地图：星槎海中枢）  [组图共2张] 原图 ,2023-07-27 16:20,470,5,114
NbO4wlq4s,仔细想想，到目前为止7+Gen2的机子，就两台，虽然这颗Soc作为7系列来说很给力，但用的机型也是真的少，实际成本应该是比778G之类高很多。  原图 ,2023-07-27 15:43,582,17,151
NbNY0sph3,[老师好]我发现我自己对着屏幕读稿其实挺顺的，但是对着镜头读稿，经常会卡，不知道这是啥原因  ,2023-07-27 15:27,448,3,72
NbNVP6fyv,#可口可乐将继续提价# 那么问题来了，可口可乐 & 百事可乐，大家平时都喝哪个？  ,2023-07-27 15:22,466,13,183
NbMXhdDWx,大米精选手机壳膜推荐：【小米13Ultra/Pro/标准版 超薄PP手感壳】超薄PP材质，还原裸机手感。网页链接【iPhone14系列】超薄PC纹理壳：PC材质兼顾一定的抗摔保护效果，镜头部分有效保护镜片，独立按键设计，有效提升按压手感，背面特殊纹理配合类肤质手感，无论颜值还是手感都能拿捏到...全文 [组图共9张] 原图 ,2023-07-27 12:52,27,0,7
NbMRPoj3Y,感觉下半年华为如果解决5G问题，市场格局又会发生较大变化，大家觉得受影响较大的会是哪家？  ,2023-07-27 12:39,1769,11,328
NbMRc9IyO,IDC 2023 二季度 国内手机出货数据：OPPO：份额17.7%，同比下降2.1%vivo：份额17.2%，同比下降11.9%荣耀：份额16.4%，同比下降17.9%苹果：份额15.3%，同比增长6.1%小米：份额13.1%，同比下降17.5%华为：份额13.0%，同比增长76.1%其它：份额7.3%，同比增长5.6%OPPO小降（估计和一加线上销量大幅...全文 原图 ,2023-07-27 12:37,763,8,219
NbMOb2ytp,索尼WF-1000XM5发布，体积减小25%，重量减少20%，充电盒减小15%，降噪深度更大。售价1999元，不过按照前几代索尼降噪豆的价格走势，可以直接等一波降价~  [组图共3张] 原图 ,2023-07-27 12:30,142,18,81
NbMKFj51N,Canalys 2023第二季度，全球手机出货数据：三星：5300W，份额21%，苹果：4300W，份额17%小米：3320W，份额13%OPPO：2520W，份额10%传音：2270W，份额9%其它总计：8110W，份额31%总出货量2亿5820W  原图 ,2023-07-27 12:21,503,14,126
NbMGBcxfg,【闲聊】现在3000档位机型，塑料中框对你来说是缺点么？  ,2023-07-27 12:11,454,5,196
NbMtZCRuV,MIX Fold3 8月发布，徕卡4摄，折叠屏也要开始卷影像了  原图 ,2023-07-27 11:40,304,0,84
NbMtHCs0e,一加Ace2Pro：9140mm² VC液冷。这尺寸确实足够大  原图 ,2023-07-27 11:40,335,1,88
NbLB4mPF2,早呀  ,2023-07-27 09:25,147,0,45
NbHEsyUCm,#大众汽车向小鹏汽车投资7亿美元#  小鹏和大众联合开发的车，基于G9平台  [组图共2张] 原图 ,2023-07-26 23:22,407,3,45
NbGXKn0VA,小鹏 x 大众，应该叫啥？  ,2023-07-26 21:37,785,5,182
NbGTtkLmR,三星Galaxy Tab S9系列发布：骁龙8Gen2（按照现在的说法应该叫8Gen2领先版？），第二代动态AMOLED，支持IP68，内置S-Pen，大家觉得怎么样？买不买？S9Ultra：14.6英寸，732g，5.5mm，11200mAh电池，后置1300W+800W，前置1200W+1200W；先坑者12+256GB 9499元，12+512GB 10399元，16+1TB 12699元；...全文 [组图共3张] 原图 ,2023-07-26 21:27,294,5,101
NbGObhGdH,大众汽车宣布向小鹏汽车投资约7亿美元，拟共同开发两款电动车型。大鹏，起飞了 ，股价飞速拉升  [组图共2张] 原图 ,2023-07-26 21:14,544,14,72
NbEKIlyCb,[老师好]现在PC上有啥好玩的游戏推荐么？总感觉买了4090不玩游戏有点浪费。。。  原图 ,2023-07-26 15:59,575,5,371
NbEFynOrs,说实话按照国内新能源现在这卷度，感觉小米汽车现在压力应该挺大的，800V平台都被干到20W价位了，几家新势力的高阶辅助驾驶都在飞速进化，这东西要做好做强，可不仅仅是芯片算力上去，加几个传感器就行，更需要海量数据配合，不断优化算法进行迭代。另外纯电车型来说，自建充电网络也挺重要。大家觉...全文 原图 ,2023-07-26 15:47,855,4,365
NbEEKpgZb,网传的Mate60Pro渲染图，10分能打几分？（目前来看，Mate40Pro的设计依然是巅峰）  [组图共2张] 原图 ,2023-07-26 15:45,481,3,133
NbEt6x7eG,手机这种密集堆叠纯被动散热的设备，想要持续性能强，核心要素还是要靠Soc能效升级，目前常规旗舰基本7W左右到顶了（温度能相对能接受的情况下），想要再提升，要么上主动散热，要么大幅扩大机身尺寸，比如8英寸平板这种。当然手机堆了散热和完全不堆散热差别还是挺明显的（参考iPhone）；...全文 ,2023-07-26 15:16,260,5,77
NbEhKlwZr,小调查，新晋手机性能杀手，崩坏星穹铁道大家有玩过么？ 新晋手机性能杀手，崩坏星穹铁道大家有玩过么？  ,2023-07-26 14:48,3923,4,98
NbCYzhUP8,大米精选手机壳膜推荐：【小米13Ultra/Pro/标准版 超薄PP手感壳】超薄PP材质，还原裸机手感。网页链接【iPhone14系列】超薄PC纹理壳：PC材质兼顾一定的抗摔保护效果，镜头部分有效保护镜片，独立按键设计，有效提升按压手感，背面特殊纹理配合类肤质手感，无论颜值还是手感都能拿捏到...全文 [组图共9张] 原图 ,2023-07-26 11:28,23,0,5
NbCvX9Ult,一加性能技术战略及航天级天工散热系统（手机散热的命名是越来越唬人了）  原图 ,2023-07-26 10:18,412,3,141
NbwdM5Yfo,想去看封神电影，看过的觉得还行么？  ,2023-07-25 18:16,606,1,230
NbviOpTbB,OPPO K11发布：782G（778G++），FHD+ 120Hz OLED，5000mAh+100W，后置IMX890+OIS主摄，800W超广角+凑数微距。8+256GB 首销1799元，12+256GB售价1999元，12+512GB 2499元，大家觉得怎么样？买不买？  原图 ,2023-07-25 15:56,437,3,218
NbtNop5Bz,骁龙6Gen1虽然用的是有口皆悲的三星4nm，但频率设定相对甜点最高也就2.2GHz，加上是A78，所以实际功耗并没有像骁龙7Gen1或者888/8Gen1那样崩坏。GPU的话峰值性能和778G相差22%左右，1CU，属于是小规模跑高频了，能效比778G依然差些，但功耗上限也就那些。总体来说作为入门款Soc问题不大。当然放在139...全文 [组图共3张] 原图 ,2023-07-25 12:06,288,10,120
NbtLy7e2z,【闲聊】手机上大家的微信存储空间占用是多少？ 大家微信的存储空间占用是多少GB？  ,2023-07-25 12:01,4235,5,113
NbtKy1PBH,大米精选手机壳膜推荐：【小米13Ultra/Pro/标准版 超薄PP手感壳】超薄PP材质，还原裸机手感。网页链接【iPhone14系列】超薄PC纹理壳：PC材质兼顾一定的抗摔保护效果，镜头部分有效保护镜片，独立按键设计，有效提升按压手感，背面特殊纹理配合类肤质手感，无论颜值还是手感都能拿捏到...全文 [组图共9张] 原图 ,2023-07-25 11:59,23,0,8
Nbn4NtEZN,小火龙？骁龙6Gen1性能测试，荣耀X50全面评测 大米评测的微博视频  抽奖详情  ,2023-07-24 19:00,518,786,303
NbmsP28Ld,推特logo换的真快啊，已经切换成X了  [组图共2张] 原图 ,2023-07-24 17:26,922,3,106
Nbm8N1BU2,#手机缺货是产能不足还是饥饿营销# 一部分是故意控货，一部分是产能预估不足~  ,2023-07-24 16:37,339,1,99
NbbgVqoUS,【闲聊】原神目前依旧是手机性能测试标杆软件，那么大家平时真正玩原神么？ 原神目前依旧是手机性能测试标杆软件，那么大家平时玩原神么？  ,2023-07-23 12:56,8127,10,173
Nb90ec7K8,早呀，早饭都吃了啥？  原图 ,2023-07-23 07:10,267,2,119
Nb4COfJwQ,点了个肯德基牛蛙塔可，感觉鸡肉和蛙肉一起吃怪怪的，以后不点奇奇怪怪新品了。  [组图共2张] 原图 ,2023-07-22 20:01,319,6,74
Nb3PsDCNB,谁说游戏本只能用来打游戏？提到游戏本，第一反应都是电竞、娱乐。其实，#游戏本不止一面# ！#Windows 11 新一代 PC# 携手@英特尔中国 ，以出色产品力演绎电竞级流流畅体验！搭配生产力工具 Microsoft 365，AI智能识别、文件自动保存，助力轻松carry全场景～查看下方视频，看大米评测Windows 11戳...全文 ,2023-07-22 18:00,813,2460,541
Nb2q5bcBF,拯救者Y700发布，骁龙8+，8771mm² VC液冷，2.5K屏，144Hz，双USB-C，双扬，双马达，12+256GB 2399元，12+512GB 2599元，16+512GB 2799元，大家觉得怎么样？买不买？晒单用户送拯救者无线WiFi~  [组图共2张] 原图 ,2023-07-22 14:24,508,12,157
Nb25ycpWX,大米精选手机壳膜推荐：【小米13Ultra/Pro/标准版 超薄PP手感壳】超薄PP材质，还原裸机手感。网页链接【iPhone14系列】超薄PC纹理壳：PC材质兼顾一定的抗摔保护效果，镜头部分有效保护镜片，独立按键设计，有效提升按压手感，背面特殊纹理配合类肤质手感，无论颜值还是手感都能拿捏到...全文 [组图共9张] 原图 ,2023-07-22 13:34,29,1,6
Nb135B4YY,换Type-C接口后，大家觉得今年iPhone15系列快充功率会提升到多少？ 换Type-C接口后，大家觉得今年iPhone15系列快充功率会提升到多少？  ,2023-07-22 10:55,6593,5,138
Nb0XRu3Tj,原车辆FSD权益，可以转移至新车...不过FSD截止到目前为止，国内版本依然是个饼，买这个纯当大冤种了  原图 ,2023-07-22 10:42,163,1,32
Nb06hg2Hz,周六早呀，今天都准备干嘛？  原图 ,2023-07-22 08:30,208,1,128
NaSjzw5wu,【闲聊】手机上的负一屏，大家平时用的多么？ 【闲聊】手机上的负一屏，大家平时用的多么？  ,2023-07-21 12:41,5084,0,115
NaSiqDaKy,[融化]感觉7/8月基本是手机行业的淡季了，既没啥新机子，也没啥热点话题  ,2023-07-21 12:38,369,2,125
NaSi0zH0g,大米精选手机壳膜推荐：【小米13Ultra/Pro/标准版 超薄PP手感壳】超薄PP材质，还原裸机手感。网页链接【iPhone14系列】超薄PC纹理壳：PC材质兼顾一定的抗摔保护效果，镜头部分有效保护镜片，独立按键设计，有效提升按压手感，背面特殊纹理配合类肤质手感，无论颜值还是手感都能拿捏到...全文 [组图共9张] 原图 ,2023-07-21 12:37,22,0,2
NaSdmaKJq,测试下骁龙6Gen1，荣耀X50这机子外观大家觉得满分10分能打几分？  [组图共6张] 原图 ,2023-07-21 12:25,657,10,270
NaS8B3qny,小鹏G9最近去试了下官方的S4快充桩（宁波这边S4桩是真的少），800V高压平台+3C电池，充电确实猛，差不多充电5分钟续航100公里~当然和常规150kw桩相比，S4主要快的还是前面50%，因为800V平台关系，即便用常规快充桩，也可以长时间拉满最高功率，充到95%的耗时，其实S4桩比差不多。  原图 ,2023-07-21 12:14,108,1,33
NaS5968xA,一加12R渲染图，外观设计来说和Ace2没啥区别，所以国内大概率会叫Ace3？骁龙8Gen2处理器，120Hz 1.5K屏，5500mAh+100W，怎么感觉高通今年下放8+，明年开始要下放8Gen2了？  [组图共3张] 原图 ,2023-07-21 12:05,151,1,58
NaJRCC2z1,努比亚Z50SPro：骁龙8Gen2领先版，6.78英寸1.5K屏，5100mAh+80W，12+256GB 3699元，12+1TB 3999元，16+1TB 4399元；拾光之境配色12+1TB 4099元，16+1TB 4499元；大家觉得怎么样？你会考虑购买么？  原图 ,2023-07-20 15:10,640,5,239
NaIyb0Ib1,说实话，现在出去旅游啥的，我是真的不太想挂着个大单反拍，不仅是因为重量影响出行体验，关键是可能随手拍出图，还不如手机拍的好看，在社交平台上分享也明显不如手机方便。当然如果是涉及到拍娃的话，那么手机肯定不如单反，主要是小孩子太容易跑来跑去了，手机即便是有些机子开了运动模式也不行，特...全文 ,2023-07-20 11:49,463,7,103
NaIhz7J8K,#预算超8000选折叠屏还是iPhone# 我选安卓超大杯+一台小平板  ,2023-07-20 11:08,414,8,184
NaBWjtapN,到底谁在负优化！骁龙865、麒麟9000老旗舰2023还能再战吗？ 大米评测的微博视频  ,2023-07-19 19:00,637,532,258
NaBEjbB2f,微博新表情[我来了][我走了]  ,2023-07-19 18:15,177,1,105
NaBg5bkJe,用iPhone的小伙伴来分享下，你们的电池最大容量还剩多少？  原图 ,2023-07-19 17:15,318,3,383
NaB9wBwhk,大米精选手机壳膜推荐：【小米13Ultra/Pro/标准版 超薄PP手感壳】超薄PP材质，还原裸机手感。网页链接【iPhone14系列】超薄PC纹理壳：PC材质兼顾一定的抗摔保护效果，镜头部分有效保护镜片，独立按键设计，有效提升按压手感，背面特殊纹理配合类肤质手感，无论颜值还是手感都能拿捏到...全文 [组图共9张] 原图 ,2023-07-19 16:59,22,0,7
NaABqz0bZ,一加12渲染图，前置摄像头终于采用居中设计，屏幕的话大概率FindX6Pro同款？骁龙8Gen3，5400mAh+100W+50W，后置5000W+5000W+6400W，大家觉得起售价会是多少？参考一加11起售价是3999元~  [组图共2张] 原图 ,2023-07-19 15:35,228,0,148
NaAz69T7Q,【闲聊】夏天大家喜欢喝啥饮料？  ,2023-07-19 15:30,373,6,315
NaAt2v3eS,钢化膜供应链说这次iPhone15的屏幕又有2.5D弧度了，为了保证贴合没有白边问题，膜的覆盖尺寸要比上一代14小了许多。不过具体得等15机子出来后看，目前很多模厂做的膜要么是厚胶，要么覆盖区域明显小了一圈。  ,2023-07-19 15:15,331,6,78
NauakpQJ7,哈哈哈哈，这谁做的图啊，估计后面陆续会有自建充电桩/换电站排行  原图 ,2023-07-18 23:12,634,19,128
NatlsELi1,理想的每周战报，蔚来的量慢慢起来了，小鹏估计还要等G6慢慢爬坡~  原图 ,2023-07-18 21:07,462,5,129
NaqMDk8En,今天接到五六个营销电话，都是问需不需要贷款  ,2023-07-18 14:35,317,1,115
NaqLv2Q7J,理想中小米14的升级点：屏幕：FHD+--->1.5K（1200P）电池：4500mAh+67W--->4800mAh+90W相机：3.2X迷你底--->13Pro同款长焦微距3.2X马达：0809--->0815指纹：短焦--->超薄--->超声波（超预期）  ,2023-07-18 14:33,938,18,433
NaqI4httJ,以前觉得东方树叶好难喝啊，竟然会有人喜欢喝这个。从去年到现在：真不错啊~当然我觉得茉莉花茶更适合我  原图 ,2023-07-18 14:24,615,10,301
NaqsTsOEy,2023目前这个时间节点，大家购买旗舰机，存储容量优先选择多大？ 2023目前这个时间节点，大家购买旗舰机，存储容量优先选择多大？  ,2023-07-18 13:47,7593,5,104
NaiDBv8w7,#你会花多少钱买手机壳# 大家的答案是？  ,2023-07-17 17:51,643,6,449
Na95j1A97,小米14更香？为什么小米13能成为爆款 vs 小米6 大米评测的微博视频  抽奖详情  ,2023-07-16 17:32,956,782,410
Na6qtD1ZE,【闲聊】大家目前手头上的老旗舰，使用过程中有没有遇到被负优化的情况？  ,2023-07-16 10:46,514,1,365
N9ZatDDqA,#35岁已婚对25岁未婚的建议# 找对人很重要，两个人三观合不合很重要，我很庆幸当年@青音晴 答应我领证~  ,2023-07-15 16:17,1436,15,205
N9YNDm9BZ,#苹果回应iPhone高温季发烫# ①iPhone相对于现在的安卓旗舰，属于是基本没有散热堆料   ②iPhone户外屏幕激发亮度很激进，间接导致户外发热更严重，然后强制降亮度。但凡iPhone14ProMax有大面积VC液冷散热，我觉得征服手机端星穹铁道也是轻轻松松了~  ,2023-07-15 15:21,736,13,156
N9WBAvKkp,周六早呀~今天都啥安排？  ,2023-07-15 09:46,211,0,70
N9Sif7DIE,有个情况是这样的，一位网友买了小米13，前几天发现屏幕周围的防水胶条有点脱落了，怕影响防水效果（屏幕显示没问题），就去小米之家售后了，但线下售后这边做不了防水，就让他自己去寄修做防水。结果把手机寄到寄修中心后，给出的工单检测竟然是：贴UA模使用的UA胶导致屏幕防水胶腐蚀脱落，不予免费...全文 [组图共3张] 原图 ,2023-07-14 22:47,3568,98,852
N9QA9wGKQ,肯德基最喜欢吃嫩牛堡和烤堡，大家呢？[哇]  原图 ,2023-07-14 18:26,360,8,148
N9PXx9qbO,比亚迪方程豹，大家觉得这个logo怎么样？  [组图共2张] 原图 ,2023-07-14 16:51,1075,10,158
N9PWjcVrn,#小米汽车电池包参数曝光# 726.7V，101kWh，642kg，看来小米第一款车是上800V平台了，个人来说，接下来买纯电车型800V+SiC+3C级别电池是必要选项，没有别的原因：续航好，充电快。  原图 ,2023-07-14 16:48,1080,14,208
N9Oat1MPP,阿维塔12 工信部图片出炉，感觉看着要比11更顺眼，大家觉得这个外观10分能打几分？  [组图共4张] 原图 ,2023-07-14 12:17,237,11,168
N9I9JchoF,陪老婆看个电影  原图 ,2023-07-13 20:59,634,3,121
N9HYxDMTY,热搜十大手机品牌 和 十大手机行业热搜事件  [组图共2张] 原图 ,2023-07-13 20:31,625,2,80
N9H3zj0BS,总感觉很多合资车在燃油车时代正面颜值很可，但是做的新能源车都挺丑的  原图 ,2023-07-13 18:11,721,17,211
N9GWyk1SL,微博上半年热搜关键词①回应②演唱会③电影④学生⑤高考⑥工作⑦熊猫⑧春晚⑧狂飙⑩新剧  原图 ,2023-07-13 17:54,373,7,58
N9GNqeKd2,大米精选手机壳膜推荐：【小米13Ultra/Pro/标准版 超薄PP手感壳】超薄PP材质，还原裸机手感。网页链接【iPhone14系列】超薄PC纹理壳：PC材质兼顾一定的抗摔保护效果，镜头部分有效保护镜片，独立按键设计，有效提升按压手感，背面特殊纹理配合类肤质手感，无论颜值还是手感都能拿捏到...全文 [组图共9张] 原图 ,2023-07-13 17:31,21,0,10
N9F7jccgJ,性能免费提升100%！手机八大好用软件功能盘点 大米评测的微博视频  抽奖详情  ,2023-07-13 13:15,676,874,325
N9F0G79vl,一加12渲染图曝光，外观10分打几分？  [组图共2张] 原图 ,2023-07-13 12:58,450,8,196
N9yTX8kXm,Magic V2 售价公布：16+256GB 8999元，16+512GB 9999元，至臻版 16GB+1TB 11999元，大家觉得这个价格怎么样？买不买？  ,2023-07-12 21:25,543,6,180
N9yuos5yV,猜一个Magic V2起售价？  原图 ,2023-07-12 20:22,164,2,119
N9ytpjeKz,主摄、超广角都是5000W像素，长焦2000W  原图 ,2023-07-12 20:20,162,1,29
N9yr27P3l,两个空间，独立运行同一个游戏  原图 ,2023-07-12 20:14,252,1,63
N9yqQ22gL,平行空间，类似MIUI的手机分身？  [组图共2张] 原图 ,2023-07-12 20:13,402,1,83
N9yo2dFhB,以iOS为标杆  原图 ,2023-07-12 20:07,420,0,137
N9ynPxmEW,骁龙8Gen2领先版  原图 ,2023-07-12 20:06,174,0,46
N9yhyD3u5,电池容量5000mAh  原图 ,2023-07-12 19:51,128,0,26
N9yfH89JX,重量231颗  原图 ,2023-07-12 19:46,216,4,31
N9yeA1Il3,对比Mate50RS厚度  原图 ,2023-07-12 19:43,281,0,34
N9yeoaeZk,Magic V2 厚度9.9mm  [组图共3张] 原图 ,2023-07-12 19:43,49,1,11
N9u06F8aV,早呀~  ,2023-07-12 08:57,172,0,46
N9ocffWEB,6月新能源 【SUV】 销量TOP10（数据来源易车榜）①：特斯拉 ModelY 51471辆②：比亚迪 宋Plus 27041辆③：比亚迪 元Plus 23546辆④：比亚迪 宋Pro 21096辆⑤：埃安 AION Y 20583辆⑥：比亚迪 唐 13402辆⑦：理想L7 13107辆⑧：银河L7 9673辆⑨：理想L8 9618辆⑩：理想L9 8451辆  原图 ,2023-07-11 18:10,580,4,160
N9obiEStP,6月新能源 【轿车】 销量TOP10（数据来源易车榜）①：比亚迪 秦Plus 38197辆②：比亚迪 海豚 26408辆③：比亚迪 汉 25010辆④：特斯拉 Model 3 22741辆⑤：埃安 AION S 22487辆⑥：比亚迪 海鸥 16560辆⑦：宏光MINIEV 13763辆⑧：五菱缤果 12176辆⑨：长安Lumin 10714辆⑩：北京EU5 9295辆  原图 ,2023-07-11 18:08,132,3,36
N9o9wfKMI,6月新能源车销量TOP10（数据来源易车榜）①：特斯拉 ModelY 51471辆②：比亚迪 秦Plus 38197辆③：比亚迪 宋Plus 27041辆④：比亚迪 海豚 26408辆⑤：比亚迪 汉 25010辆⑥：比亚迪 元Plus 23546辆⑦：特斯拉 Model 3 22741辆⑧：埃安 AION S 22487辆⑨：比亚迪 宋Pro 21096辆⑩：埃安 AION Y...全文 原图 ,2023-07-11 18:03,462,13,118
N9lGfqqtm,#128G手机存储够用吗# 128GB完全不够用，毕竟装几个游戏+小而美就不够了，256GB目前勉强够用。  原图 ,2023-07-11 11:46,1344,15,257
N9ljUwxpI,说实话，接下来各家超大杯新机我觉得能够提升点不多了，相机都已经上一英寸，长焦也都挺强，有的甚至塞了2个长焦，无非就是Soc升级到8Gen3、天玑9300，电池容量略微提升，影像旗舰快充基本也都在80W-100W，毕竟相机模组挤占了大量内部空间，不可能快充功率和电池容量同时大升级。到是中杯，我觉得提...全文 ,2023-07-11 10:51,540,6,247
N9kYglMhB,【闲聊】下半年各家新旗舰，大家目前比较期待哪几款？  ,2023-07-11 09:57,803,1,233
N9gEHrs8K,一个人日常上下班通勤，G9百公里耗电基本能控制在13.5-15度。  [组图共2张] 原图 ,2023-07-10 22:58,278,7,144
N9eqQBwrL,大米精选手机壳膜推荐：【小米13Ultra/Pro/标准版 超薄PP手感壳】超薄PP材质，还原裸机手感。网页链接【iPhone14系列】超薄PC纹理壳：PC材质兼顾一定的抗摔保护效果，镜头部分有效保护镜片，独立按键设计，有效提升按压手感，背面特殊纹理配合类肤质手感，无论颜值还是手感都能拿捏到...全文 [组图共9张] 原图 ,2023-07-10 17:19,48,3,22
N9ecl93Lc,路过试驾看看小鹏G6，外观满分10分你会给几分？  [组图共9张] 原图 ,2023-07-10 16:43,435,3,300
N9e4HtBIh,【闲聊】你的手机里，哪个APP占用空间最多？  原图 ,2023-07-10 16:24,394,3,307
N93ovddjh,🥵大伙那边现在温度多少？  原图 ,2023-07-09 13:13,284,1,332
N8UascRku,翻译翻译就是，价格战还是要继续打的。[欢乐熊出没]参考手机市场就行，智能手机从蓝海到红海，每个价位段产品价格竞争都是非常非常激烈的，今年中端机尤其明显，刚出的时候大家觉得这个价格这个产品力好像没啥毛病，但是后面其它机型一出，就只能靠降价来提升竞争力了。反正卷一卷，价格打一打，对消...全文 [组图共2张] 原图 ,2023-07-08 13:43,778,7,140
N8U84anOo,【闲聊】2023目前这个时间节点，手机上5G网络大家是日常开启，还是日常用4G网络，需要的时候再开5G？ 手机上5G网络大家是日常开启使用，还是日常关5G，用4G，需要时再开?  ,2023-07-08 13:37,9529,9,168
N8TYtjGZw,大米精选手机壳膜推荐：【小米13Ultra/Pro/标准版 超薄PP手感壳】超薄PP材质，还原裸机手感。网页链接【iPhone14系列】超薄PC纹理壳：PC材质兼顾一定的抗摔保护效果，镜头部分有效保护镜片，独立按键设计，有效提升按压手感，背面特殊纹理配合类肤质手感，无论颜值还是手感都能拿捏到...全文 [组图共9张] 原图 ,2023-07-08 13:14,25,0,10
N8Tz4E0OJ,2023 6月 中国 App Store 手游收入排行TOP5：①王者荣耀②和平精英③崩坏：星穹铁道④梦幻西游⑤原神  原图 ,2023-07-08 12:11,424,5,165
N8TsCzovB,什么效应来着？  [组图共3张] 原图 ,2023-07-08 11:55,972,4,383
N8TpgxNNV,[送花花]再分享一些丽江、大理的美景  [组图共12张] 原图 ,2023-07-08 11:47,968,6,172
N8M3K2NSi,[送花花]回去咯，云南真美~  [组图共10张] 原图 ,2023-07-07 17:05,1443,5,282
N8Jju6zg5,天气一热，手机续航确实更容易崩，尤其是在户外  ,2023-07-07 10:05,685,4,204
N8J8ppfbU,丽江的气温 vs 宁波的气温  [组图共2张] 原图 ,2023-07-07 09:38,198,1,121
N8J6U1Mg3,滴，玉龙雪山打卡  [组图共9张] 原图 ,2023-07-07 09:34,1531,10,241
N8IRowZZ4,早呀  原图 ,2023-07-07 08:56,206,2,62
N8EcJoBtq,GT Neo6 入网了，骁龙8Gen2，144Hz 1.5K屏，塑料中框，玻璃后盖，猜个起售价？  [组图共3张] 原图 ,2023-07-06 21:05,256,5,149
N8DR7mlNS,丽江这个点，天还是亮的  原图 ,2023-07-06 20:12,321,2,89
N8CQR8oUp,滴，洱海打卡  [组图共9张] 原图 ,2023-07-06 17:38,1612,9,276
N8zFviGGy,滴，丽江古城打卡  [组图共9张] 原图 ,2023-07-06 09:32,1634,8,319
N8zx2zniR,丽江的气温是真舒服  原图 ,2023-07-06 09:11,226,1,94
N8rdvd1Aj,刷首页，这两天好像腾势N7预定车主和极氪001的车主在一个群里打起来了。。。  ,2023-07-05 12:01,668,1,140
N8qxCFh3j,#iPhone15系列电池容量曝光#iPhone 15  3877 mAh ；iPhone 15Plus  4912 mAh ；iPhone 15Pro  3650 mAh ；iPhone 15Pro Max  4852 mAh；那么问题来了，既然上了C口，有线充电功率能到45W+么  原图 ,2023-07-05 10:18,935,19,329
N8qoOlK5p,拯救者Y700终于要更新了，唯一安卓性能小平板，不知道这次是用8+还是8Gen2，大概率8+吧，屏幕的话要是能上个OLED就完美了，毕竟娱乐平板，OLED看视频看电影还是比LCD效果强许多。  原图 ,2023-07-05 09:56,466,9,163
N8l5ruV6I,iQOO11S 发布，售价方面12G+256G：3799元；  16G+256G：4099元；  16G+512G：4399元；  16G+1TB：4799元；大家觉得怎么样？买不买？  原图 ,2023-07-04 20:25,699,6,216
N8l1JjHdV,做了一天车，终于到丽江了，一下车发现好冷🥶  原图 ,2023-07-04 20:16,284,1,93
N8imPvoKS,#iPhone15及Plus新增青绿色# iPhone标准版的颜色换来换去基本就那几个，12的绿色到13/14去掉了，到15的时候又给加回来~还是比较关心今年标准版有没有机会上高刷~  [组图共2张] 原图 ,2023-07-04 13:29,760,8,164
N8idk3rnC,去浪几天  原图 ,2023-07-04 13:06,1737,4,312
N8guJnBcj,Realme GT Neo 6外观曝光，10分能打几分？  [组图共2张] 原图 ,2023-07-04 08:43,1012,3,305
N8fSeld0o,早呀  ,2023-07-04 07:08,163,0,52
N8ariyHYI,小鹏G6发布之后，股价开始起飞了  原图 ,2023-07-03 17:18,237,3,74
